电影编号,电影名称原始,上映日期,视频上映日期,链接,未知,动作,冒险,动画,儿童,喜剧,犯罪,纪录片,剧情,奇幻,黑色电影,恐怖,音乐,悬疑,爱情,科幻,惊悚,战争,西部,电影名称,上映年份,被评分次数,平均评分,评分标准差,类型数量
388,Beverly Hills Cop III (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Beverly%20Hills%20Cop%20III%20(1994),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverly Hills Cop III,1994.0,28,2.392857142857143,0.9940297973880048,2
389,Black Beauty (1994),1994-01-01,,http://us.imdb.com/Title?Black+Beauty+(1994/I),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Beauty,1994.0,27,3.4444444444444446,1.0500305245868344,2
390,Fear of a Black Hat (1993),1993-01-01,,http://us.imdb.com/M/title-exact?Fear%20of%20a%20Black%20Hat%20(1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Fear of a Black Hat,1993.0,10,3.2,1.3984117975602022,1
391,Last Action Hero (1993),1993-01-01,,http://us.imdb.com/M/title-exact?Last%20Action%20Hero%20(1993),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Last Action Hero,1993.0,59,2.7457627118644066,0.9576051367322373,2
392,"Man Without a Face, The (1993)",1993-01-01,,"http://us.imdb.com/M/title-exact?Man%20Without%20a%20Face,%20The%20(1993)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Man Without a Face, The",1993.0,68,3.5441176470588234,1.0138418659910293,1
393,Mrs. Doubtfire (1993),1993-01-01,,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Mrs. Doubtfire,1993.0,192,3.4114583333333335,0.9721105437395294,1
394,Radioland Murders (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Radioland%20Murders%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,Radioland Murders,1994.0,12,3.3333333333333335,1.2309149097933274,3
395,Robin Hood: Men in Tights (1993),1993-01-01,,http://us.imdb.com/M/title-exact?Robin%20Hood:%20Men%20in%20Tights%20(1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Robin Hood: Men in Tights,1993.0,56,2.5892857142857144,1.0050198679951234,1
396,Serial Mom (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Serial%20Mom%20(1994),0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,Serial Mom,1994.0,54,2.814814814814815,1.1667415369806642,3
397,Striking Distance (1993),1993-01-01,,http://us.imdb.com/M/title-exact?Striking%20Distance%20(1993),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Striking Distance,1993.0,12,2.5833333333333335,0.996204919895622,1
398,Super Mario Bros. (1993),1993-01-01,,http://us.imdb.com/M/title-exact?Super%20Mario%20Bros.%20(1993),0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Super Mario Bros.,1993.0,26,2.076923076923077,1.0553891006856921,4
399,"Three Musketeers, The (1993)",1993-01-01,,"http://us.imdb.com/M/title-exact?Three%20Musketeers,%20The%20(1993)",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Three Musketeers, The",1993.0,89,3.303370786516854,0.9342534012639385,3
400,"Little Rascals, The (1994)",1994-01-01,,"http://us.imdb.com/M/title-exact?Little%20Rascals,%20The%20(1994)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Little Rascals, The",1994.0,18,2.7222222222222223,1.274434386908933,2
401,"Brady Bunch Movie, The (1995)",1995-01-01,,"http://us.imdb.com/M/title-exact?Brady%20Bunch%20Movie,%20The%20(1995)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brady Bunch Movie, The",1995.0,76,2.8026315789473686,1.1316034269077986,1
402,Ghost (1990),1990-01-01,,http://us.imdb.com/M/title-exact?Ghost%20(1990),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,Ghost,1990.0,170,3.4647058823529413,1.0096816397135586,3
403,Batman (1989),1989-01-01,,http://us.imdb.com/M/title-exact?Batman%20(1989),0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Batman,1989.0,201,3.427860696517413,0.9465832771064109,4
404,Pinocchio (1940),1940-01-01,,http://us.imdb.com/M/title-exact?Pinocchio%20(1940),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pinocchio,1940.0,101,3.6732673267326734,0.8844083999045816,2
405,Mission: Impossible (1996),1996-05-22,,http://us.imdb.com/M/title-exact?Mission:%20Impossible%20(1996),0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Mission: Impossible,1996.0,344,3.313953488372093,0.9750428311677916,3
406,Thinner (1996),1996-10-25,,http://us.imdb.com/M/title-exact?Thinner%20(1996),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Thinner,1996.0,49,2.4489795918367347,0.9802470881066145,2
407,Spy Hard (1996),1996-05-24,,http://us.imdb.com/M/title-exact?Spy%20Hard%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Spy Hard,1996.0,43,2.511627906976744,1.0088204574616504,1
408,"Close Shave, A (1995)",1996-04-28,,"http://us.imdb.com/M/title-exact?Close%20Shave,%20A%20(1995)",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"Close Shave, A",1995.0,112,4.491071428571429,0.7710474414808451,3
409,Jack (1996),1996-08-07,,http://us.imdb.com/M/title-exact?Jack%20(1996),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Jack,1996.0,70,3.142857142857143,0.9822440188819679,2
410,Kingpin (1996),1996-07-12,,http://us.imdb.com/M/title-exact?Kingpin%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Kingpin,1996.0,162,3.1296296296296298,1.2165468332035152,1
411,"Nutty Professor, The (1996)",1996-06-28,,"http://us.imdb.com/M/title-exact?Nutty%20Professor,%20The%20(1996)",0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,"Nutty Professor, The",1996.0,163,2.914110429447853,1.0852477273440244,4
412,"Very Brady Sequel, A (1996)",1996-08-23,,"http://us.imdb.com/M/title-exact?Very%20Brady%20Sequel,%20A%20(1996)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Very Brady Sequel, A",1996.0,93,2.3978494623655915,1.1338639683979863,1
413,Tales from the Crypt Presents: Bordello of Blood (1996),1996-07-19,,http://us.imdb.com/M/title-exact?Tales%20from%20the%20Crypt%20Presents:%20Bordello%20of%20Blood%20(1996),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Tales from the Crypt Presents: Bordello of Blood,1996.0,55,2.6363636363636362,1.0777829844714388,1
414,My Favorite Year (1982),1982-01-01,,http://us.imdb.com/M/title-exact?My%20Favorite%20Year%20(1982),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,My Favorite Year,1982.0,62,3.532258064516129,0.9359441964499399,1
415,"Apple Dumpling Gang, The (1975)",1975-01-01,,"http://us.imdb.com/M/title-exact?Apple%20Dumpling%20Gang,%20The%20(1975)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"Apple Dumpling Gang, The",1975.0,25,2.84,0.8504900548115382,3
416,Old Yeller (1957),1957-01-01,,http://us.imdb.com/M/title-exact?Old%20Yeller%20(1957),0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Old Yeller,1957.0,64,3.484375,1.0689289625527634,2
417,"Parent Trap, The (1961)",1961-01-01,,"http://us.imdb.com/M/title-exact?Parent%20Trap,%20The%20(1961)",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Parent Trap, The",1961.0,73,3.095890410958904,1.0160433001715232,2
418,Cinderella (1950),1950-01-01,,http://us.imdb.com/M/title-exact?Cinderella%20(1950),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Cinderella,1950.0,129,3.5813953488372094,0.8987636857320713,3
419,Mary Poppins (1964),1964-01-01,,http://us.imdb.com/M/title-exact?Mary%20Poppins%20(1964),0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Mary Poppins,1964.0,178,3.7247191011235956,0.9900956866245978,3
420,Alice in Wonderland (1951),1951-01-01,,http://us.imdb.com/M/title-exact?Alice%20in%20Wonderland%20(1951),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Alice in Wonderland,1951.0,81,3.6666666666666665,0.85146931829632,3
421,William Shakespeare's Romeo and Juliet (1996),1996-10-25,,http://us.imdb.com/Title?Romeo+%2B+Juliet+(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,William Shakespeare's Romeo and Juliet,1996.0,106,3.5943396226415096,1.1692757374651277,2
422,Aladdin and the King of Thieves (1996),1996-01-01,,http://us.imdb.com/M/title-exact?Aladdin%20and%20the%20King%20of%20Thieves%20(1996)%20(V),0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Aladdin and the King of Thieves,1996.0,26,2.8461538461538463,1.0466062370273814,3
423,E.T. the Extra-Terrestrial (1982),1982-01-01,,http://us.imdb.com/M/title-exact?E%2ET%2E%20the%20Extra-Terrestrial%20%281982%29,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,E.T. the Extra-Terrestrial,1982.0,300,3.8333333333333335,1.0436408271731699,4
424,Children of the Corn: The Gathering (1996),1996-01-01,,http://us.imdb.com/M/title-exact?Children%20of%20the%20Corn%3A%20The%20Gathering%20%281996%29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Children of the Corn: The Gathering,1996.0,19,1.3157894736842106,0.6710382982072027,1
425,Bob Roberts (1992),1992-01-01,,http://us.imdb.com/M/title-exact?Bob%20Roberts%20(1992),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Bob Roberts,1992.0,85,3.7411764705882353,0.9898646032529446,1
426,"Transformers: The Movie, The (1986)",1986-01-01,,"http://us.imdb.com/M/title-exact?Transformers:%20The%20Movie,%20The%20(1986)",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"Transformers: The Movie, The",1986.0,32,2.84375,1.2471742253538984,6
427,To Kill a Mockingbird (1962),1962-01-01,,http://us.imdb.com/M/title-exact?To%20Kill%20a%20Mockingbird%20(1962),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,To Kill a Mockingbird,1962.0,219,4.292237442922374,0.7397520153941253,1
428,Harold and Maude (1971),1971-01-01,,http://us.imdb.com/M/title-exact?Harold%20and%20Maude%20(1971),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Harold and Maude,1971.0,121,3.8181818181818183,1.02469507659596,1
429,"Day the Earth Stood Still, The (1951)",1951-01-01,,"http://us.imdb.com/M/title-exact?Day%20the%20Earth%20Stood%20Still,%20The%20(1951)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"Day the Earth Stood Still, The",1951.0,97,3.9381443298969074,0.8875813693883078,2
430,Duck Soup (1933),1933-01-01,,http://us.imdb.com/M/title-exact?Duck%20Soup%20(1933),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Duck Soup,1933.0,93,4.0,0.9890707100936805,2
431,Highlander (1986),1986-01-01,,http://us.imdb.com/M/title-exact?Highlander%20(1986),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highlander,1986.0,153,3.5359477124183005,1.082310781997006,2
432,Fantasia (1940),1940-01-01,,http://us.imdb.com/M/title-exact?Fantasia%20(1940),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Fantasia,1940.0,174,3.7701149425287355,1.1090916913291842,3
433,Heathers (1989),1989-01-01,,http://us.imdb.com/M/title-exact?Heathers%20(1989),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Heathers,1989.0,171,3.690058479532164,1.0016841683038702,1
434,Forbidden Planet (1956),1956-01-01,,http://us.imdb.com/M/title-exact?Forbidden%20Planet%20(1956),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Forbidden Planet,1956.0,67,3.8358208955223883,0.8633447102100473,1
435,Butch Cassidy and the Sundance Kid (1969),1969-01-01,,http://us.imdb.com/M/title-exact?Butch%20Cassidy%20and%20the%20Sundance%20Kid%20(1969),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Butch Cassidy and the Sundance Kid,1969.0,216,3.949074074074074,0.8584459046624296,3
436,"American Werewolf in London, An (1981)",1981-01-01,,"http://us.imdb.com/M/title-exact?American%20Werewolf%20in%20London,%20An%20(1981)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"American Werewolf in London, An",1981.0,99,3.5353535353535355,0.9182184537676286,1
437,Amityville 1992: It's About Time (1992),1992-01-01,,http://us.imdb.com/M/title-exact?Amityville%201992:%20It's%20About%20Time%20(1992),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Amityville 1992: It's About Time,1992.0,5,1.0,0.0,1
438,Amityville 3-D (1983),1983-01-01,,http://us.imdb.com/M/title-exact?Amityville%203-D%20(1983),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Amityville 3-D,1983.0,6,1.1666666666666667,0.408248290463863,1
439,Amityville: A New Generation (1993),1993-01-01,,http://us.imdb.com/M/title-exact?Amityville:%20A%20New%20Generation%20(1993),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Amityville: A New Generation,1993.0,5,1.0,0.0,1
440,Amityville II: The Possession (1982),1982-01-01,,http://us.imdb.com/M/title-exact?Amityville%20II:%20The%20Possession%20(1982),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Amityville II: The Possession,1982.0,14,1.6428571428571428,1.0082080720186268,1
441,"Amityville Horror, The (1979)",1979-01-01,,"http://us.imdb.com/M/title-exact?Amityville%20Horror,%20The%20(1979)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Amityville Horror, The",1979.0,53,2.5660377358490565,0.9709122190034276,1
442,"Amityville Curse, The (1990)",1990-01-01,,"http://us.imdb.com/M/title-exact?Amityville%20Curse,%20The%20(1990)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Amityville Curse, The",1990.0,4,1.25,0.5,1
443,"Birds, The (1963)",1963-01-01,,"http://us.imdb.com/M/title-exact?Birds,%20The%20(1963)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Birds, The",1963.0,162,3.808641975308642,0.8742979481149784,1
444,"Blob, The (1958)",1958-01-01,,"http://us.imdb.com/M/title-exact?Blob,%20The%20(1958)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"Blob, The",1958.0,46,2.717391304347826,1.0679792648478375,2
445,"Body Snatcher, The (1945)",1945-01-01,,"http://us.imdb.com/M/title-exact?Body%20Snatcher,%20The%20(1945)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Body Snatcher, The",1945.0,22,3.5,0.8591246929842246,1
446,Burnt Offerings (1976),1976-01-01,,http://us.imdb.com/M/title-exact?Burnt%20Offerings%20(1976),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Burnt Offerings,1976.0,9,2.4444444444444446,1.130388330520878,1
447,Carrie (1976),1976-01-01,,http://us.imdb.com/M/title-exact?Carrie%20(1976),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Carrie,1976.0,121,3.5041322314049586,0.9842422376473924,1
448,"Omen, The (1976)",1976-01-01,,"http://us.imdb.com/M/title-exact?Omen,%20The%20(1976)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Omen, The",1976.0,85,3.388235294117647,0.97704751611142,1
449,Star Trek: The Motion Picture (1979),1979-01-01,,http://us.imdb.com/M/title-exact?Star%20Trek:%20The%20Motion%20Picture%20(1979),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Star Trek: The Motion Picture,1979.0,117,3.034188034188034,1.0661857890406046,3
450,Star Trek V: The Final Frontier (1989),1989-01-01,,http://us.imdb.com/M/title-exact?Star%20Trek%20V:%20The%20Final%20Frontier%20(1989),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Star Trek V: The Final Frontier,1989.0,63,2.3968253968253967,1.1714298202883204,3
451,Grease (1978),1978-01-01,,http://us.imdb.com/M/title-exact?Grease%20(1978),0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,Grease,1978.0,170,3.347058823529412,1.2320270721775919,3
452,Jaws 2 (1978),1978-01-01,,http://us.imdb.com/M/title-exact?Jaws%202%20(1978),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Jaws 2,1978.0,66,2.6666666666666665,1.0860419786947368,2
453,Jaws 3-D (1983),1983-01-01,,http://us.imdb.com/M/title-exact?Jaws%203-D%20(1983),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Jaws 3-D,1983.0,16,1.9375,0.9287087810503355,2
454,Bastard Out of Carolina (1996),1996-12-15,,http://us.imdb.com/M/title-exact?Bastard%20Out%20of%20Carolina%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bastard Out of Carolina,1996.0,16,2.875,1.0878112581387147,1
455,Jackie Chan's First Strike (1996),1997-01-10,,http://us.imdb.com/M/title-exact?Police%20Story%204:%20First%20Strike%20(1996),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jackie Chan's First Strike,1996.0,145,3.2551724137931033,1.0722465405298172,1
456,Beverly Hills Ninja (1997),1997-01-17,,http://us.imdb.com/M/title-exact?Beverly%20Hills%20Ninja%20(1997),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverly Hills Ninja,1997.0,48,2.3125,1.0945950383006222,2
457,Free Willy 3: The Rescue (1997),1997-08-08,,http://us.imdb.com/M/title-exact?Free+Willy+3%3A+The+Rescue+(1997),0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Free Willy 3: The Rescue,1997.0,27,1.7407407407407407,1.0594843663344553,3
458,Nixon (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Nixon%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nixon,1995.0,90,3.1222222222222222,1.1099931954217768,1
459,"Cry, the Beloved Country (1995)",1995-01-01,,"http://us.imdb.com/M/title-exact?Cry,%20the%20Beloved%20Country%20(1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Cry, the Beloved Country",1995.0,24,3.75,1.0320936930842797,1
460,"Crossing Guard, The (1995)",1995-01-01,,"http://us.imdb.com/M/title-exact?Crossing%20Guard,%20The%20(1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Crossing Guard, The",1995.0,28,3.0,1.0886621079036347,1
461,Smoke (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Smoke%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Smoke,1995.0,74,3.6216216216216215,0.8058468310681253,1
462,Like Water For Chocolate (Como agua para chocolate) (1992),1992-01-01,,http://us.imdb.com/M/title-exact?Como%20agua%20para%20chocolate%20(1992),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Like Water For Chocolate (Como agua para chocolate),1992.0,148,3.804054054054054,0.9084544981943647,2
463,"Secret of Roan Inish, The (1994)",1994-01-01,,"http://us.imdb.com/M/title-exact?Secret%20of%20Roan%20Inish,%20The%20(1994)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Secret of Roan Inish, The",1994.0,71,3.859154929577465,1.004216462833264,1
464,Vanya on 42nd Street (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Vanya%20on%2042nd%20Street%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Vanya on 42nd Street,1994.0,27,3.5925925925925926,1.1522305878752428,1
465,"Jungle Book, The (1994)",1994-01-01,,"http://us.imdb.com/M/title-exact?Jungle%20Book,%20The%20(1994)",0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Jungle Book, The",1994.0,85,3.5647058823529414,1.0628696424071489,3
466,Red Rock West (1992),1992-01-01,,http://us.imdb.com/M/title-exact?Red%20Rock%20West%20(1992),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Red Rock West,1992.0,52,3.5961538461538463,1.0527203860291616,1
467,"Bronx Tale, A (1993)",1993-01-01,,"http://us.imdb.com/M/title-exact?Bronx%20Tale,%20A%20(1993)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Bronx Tale, A",1993.0,48,3.7916666666666665,0.7978250577006438,1
468,Rudy (1993),1993-01-01,,http://us.imdb.com/M/title-exact?Rudy%20(1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Rudy,1993.0,64,3.3125,1.0671873729054748,1
469,Short Cuts (1993),1993-01-01,,http://us.imdb.com/M/title-exact?Short%20Cuts%20(1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Short Cuts,1993.0,67,3.7761194029850746,0.9819722813218745,1
470,Tombstone (1993),1993-01-01,,http://us.imdb.com/M/title-exact?Tombstone%20(1993),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Tombstone,1993.0,108,3.6666666666666665,0.9763559945211496,1
471,Courage Under Fire (1996),1996-03-08,,http://us.imdb.com/M/title-exact?Courage%20Under%20Fire%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Courage Under Fire,1996.0,221,3.6108597285067874,0.8648014397735884,2
472,Dragonheart (1996),1996-05-31,,http://us.imdb.com/M/title-exact?Dragonheart%20(1996),0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Dragonheart,1996.0,158,3.0822784810126582,1.0998852857000991,3
473,James and the Giant Peach (1996),1996-04-12,,http://us.imdb.com/M/title-exact?James%20and%20the%20Giant%20Peach%20(1996),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,James and the Giant Peach,1996.0,126,3.126984126984127,1.0038655446552744,3
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),1963-01-01,,http://us.imdb.com/M/title-exact?Dr.%20Strangelove%20or:%20How%20I%20Learned%20to%20Stop%20Worrying%20and%20Love%20the%20Bomb%20(1963),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1963.0,194,4.252577319587629,0.8535925644072999,2
475,Trainspotting (1996),1996-07-19,,http://us.imdb.com/Title?Trainspotting+(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Trainspotting,1996.0,250,3.884,1.0785160115402064,1
476,"First Wives Club, The (1996)",1996-09-14,,"http://us.imdb.com/M/title-exact?First%20Wives%20Club,%20The%20(1996)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"First Wives Club, The",1996.0,160,3.01875,1.1015819099833273,1
477,Matilda (1996),1996-08-02,,http://us.imdb.com/M/title-exact?Matilda%20(1996),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matilda,1996.0,95,3.210526315789474,1.1750485444214298,2
478,"Philadelphia Story, The (1940)",1940-01-01,,"http://us.imdb.com/M/title-exact?Philadelphia%20Story,%20The%20(1940)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Philadelphia Story, The",1940.0,104,4.115384615384615,0.8396450048264134,2
479,Vertigo (1958),1958-01-01,,http://us.imdb.com/M/title-exact?Vertigo%20(1958),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Vertigo,1958.0,179,4.251396648044692,0.6856766969918767,2
480,North by Northwest (1959),1959-01-01,,http://us.imdb.com/M/title-exact?North%20by%20Northwest%20(1959),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,North by Northwest,1959.0,179,4.284916201117318,0.712919593552373,2
481,"Apartment, The (1960)",1960-01-01,,"http://us.imdb.com/M/title-exact?Apartment,%20The%20(1960)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Apartment, The",1960.0,63,3.9365079365079363,1.0139831371158747,2
482,Some Like It Hot (1959),1959-01-01,,http://us.imdb.com/M/title-exact?Some%20Like%20It%20Hot%20(1959),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Some Like It Hot,1959.0,128,3.984375,0.9719237762148086,2
483,Casablanca (1942),1942-01-01,,http://us.imdb.com/M/title-exact?Casablanca%20(1942),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,Casablanca,1942.0,243,4.45679012345679,0.7281139915531353,3
484,"Maltese Falcon, The (1941)",1941-01-01,,"http://us.imdb.com/M/title-exact?Maltese%20Falcon,%20The%20(1941)",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"Maltese Falcon, The",1941.0,138,4.2101449275362315,0.7589168092539806,2
485,My Fair Lady (1964),1964-01-01,,http://us.imdb.com/M/title-exact?My%20Fair%20Lady%20(1964),0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,My Fair Lady,1964.0,125,3.816,1.0502227106359316,2
486,Sabrina (1954),1954-01-01,,http://us.imdb.com/M/title-exact?Sabrina%20(1954),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Sabrina,1954.0,64,3.796875,0.876133053242558,2
487,Roman Holiday (1953),1953-01-01,,http://us.imdb.com/M/title-exact?Roman%20Holiday%20(1953),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Roman Holiday,1953.0,68,4.102941176470588,0.8311061839653588,2
488,Sunset Blvd. (1950),1950-01-01,,http://us.imdb.com/M/title-exact?Sunset%20Boulevard%20(1950),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sunset Blvd.,1950.0,65,4.2,0.8139410298049854,1
489,Notorious (1946),1946-01-01,,http://us.imdb.com/M/title-exact?Notorious%20(1946),0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,Notorious,1946.0,52,4.115384615384615,0.7580637397238855,3
490,To Catch a Thief (1955),1955-01-01,,http://us.imdb.com/M/title-exact?To%20Catch%20a%20Thief%20(1955),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,To Catch a Thief,1955.0,50,4.02,0.7690439333539869,3
491,"Adventures of Robin Hood, The (1938)",1938-01-01,,"http://us.imdb.com/M/title-exact?Adventures%20of%20Robin%20Hood,%20The%20(1938)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adventures of Robin Hood, The",1938.0,67,3.791044776119403,0.8445424336332343,2
